0.811655	-0.135340	-0.569871
0.547791	0.837946	-0.000946
-0.798120	0.340247	0.499187
0.466476	0.838412	0.283371
0.887962	-0.393580	0.239955
0.789493	0.233023	-0.568125
0.130038	0.459770	-0.879082
0.880677	0.162335	-0.446179
-0.406493	0.775374	0.483986
-0.715768	-0.630886	0.301026
-0.144279	-0.875468	-0.461685
-0.515204	-0.459159	0.724324
0.988698	0.142375	0.062473
0.327134	-0.637999	0.698788
-0.272953	0.296474	-0.915549
-0.333102	-0.106818	0.936913
0.299341	-0.894835	0.332050
0.231443	0.971325	-0.055699
0.780518	0.565213	-0.267993
-0.335671	0.454773	0.825720
-0.938468	0.249061	0.242063
0.566893	-0.824018	-0.001341
-0.665225	0.711973	-0.226424
-0.326276	0.008995	-0.945643
-0.868620	0.279182	-0.410683
0.162193	0.968667	0.188605
0.061006	0.179940	0.982589
0.254837	-0.931249	-0.267198
-0.491420	0.755068	-0.436238
0.349083	0.749327	0.563347
0.048461	-0.997994	-0.069372
-0.290942	0.934571	-0.206304
-0.488128	-0.852017	-0.191689
-0.134893	-0.953068	0.274515
-0.934850	0.142195	-0.326226
0.590987	0.790539	0.162690
-0.621760	-0.748368	0.233082
-0.983192	0.181341	-0.027844
-0.867178	-0.159834	0.473626
-0.439397	-0.733350	0.519018
-0.101773	-0.165477	-0.981422
0.988162	-0.152551	0.028156
0.867262	-0.249290	-0.432227
-0.435199	0.649321	0.624035
-0.903834	0.336941	-0.266453
0.349369	-0.929164	-0.125282
0.342440	-0.756472	-0.557366
-0.825591	0.548421	0.140616
0.090154	-0.151759	0.984872
-0.798995	-0.489308	0.351992
0.449710	-0.686095	0.572621
0.307476	-0.134367	-0.942944
0.247129	-0.250670	0.936906
0.634943	-0.571669	-0.519771
-0.062875	-0.977645	-0.201983
-0.436298	0.234364	-0.123144
0.291636	0.407072	-0.865938
-0.449349	-0.203110	0.870660
0.051121	0.234319	-0.972071
0.979011	-0.011269	-0.204645
-0.434509	0.834762	0.339706
-0.486295	-0.809748	0.329189
0.204870	0.249133	0.947292
-0.365799	-0.258281	-0.894491
0.657118	-0.742434	0.130316
-0.175118	0.670033	0.721835
0.591394	0.326953	0.737462
0.847777	0.369605	0.384105
0.261285	0.145952	-0.954679
-0.090223	0.867889	0.488798
0.174910	0.748105	0.640894
-0.000728	0.940232	0.328033
-0.379598	-0.921445	-0.085801
-0.466423	0.511003	0.722261
-0.899391	-0.432003	-0.073551
-0.707338	0.704808	-0.063209
0.482455	0.860788	-0.169196
-0.725644	0.623518	0.292940
-0.734708	-0.430671	0.525461
-0.618319	0.270407	-0.739334
-0.245097	-0.705108	-0.666077
0.959551	0.150882	-0.241608
-0.759105	0.487265	0.432858
-0.823696	-0.567750	0.018970
-0.737815	0.667955	0.100232
0.017455	0.716418	-0.697994
0.600735	-0.748119	0.282207
0.938325	-0.133135	-0.318864
-0.464251	0.361435	0.809134
-0.303964	0.907250	0.291539
-0.677244	0.149984	0.720920
-0.493342	0.250317	-0.835380
0.854443	-0.517204	-0.058363
-0.375499	0.175556	-0.912065
0.189547	0.956680	-0.225500
0.217899	0.084400	0.973420
0.747608	0.651697	-0.140444
-0.820961	-0.536900	0.198580
-0.537996	0.796737	-0.278601
-0.384260	0.374685	-0.844035
0.247552	-0.585944	-0.772253
-0.646682	0.731531	0.216409
0.610630	0.078519	-0.788215
-0.252382	-0.968471	0.007530
-0.557160	-0.091292	0.819162
-0.358347	-0.528006	-0.770596
0.336805	0.924400	-0.183393
-0.043936	-0.248437	0.968038
0.089650	-0.650895	-0.754490
-0.642884	-0.462098	-0.612034
0.137150	-0.670919	0.728898
0.005018	0.983830	0.178733
-0.447296	-0.004942	0.895267
-0.959505	-0.189344	0.212566
-0.264451	-0.153079	-0.952571
-0.861793	-0.348790	-0.369122
0.078290	0.989763	-0.124597
0.883371	0.421322	0.208005
-0.173787	-0.472293	-0.864503
0.564286	0.695233	-0.445579
