-0.612040	-0.784832	0.097191
-0.194056	0.861807	0.468648
-0.883685	0.450742	0.126225
0.231298	-0.206412	-0.950734
-0.343928	0.938214	0.038310
-0.641182	-0.688062	-0.339790
0.698255	-0.345143	0.627149
0.566892	-0.242829	-0.787190
-0.945973	0.067349	-0.317174
0.695143	0.478763	0.536248
0.729490	-0.510753	-0.454946
0.246545	-0.697267	-0.673078
-0.472621	-0.876081	0.095460
-0.180448	-0.387231	-0.904152
-0.881588	0.469122	-0.052219
0.279454	-0.747464	0.602663
-0.069167	-0.554144	0.829543
0.933774	-0.269476	0.235477
0.891576	-0.240969	-0.383439
-0.591124	0.052995	-0.804838
-0.027523	0.023919	0.999335
0.948445	-0.228232	-0.219914
-0.235487	-0.229942	-0.944284
-0.706190	0.351134	0.614817
-0.380525	-0.581229	-0.719287
0.004541	-0.876243	0.481848
0.608820	0.429476	0.666999
-0.400982	-0.774821	-0.488740
-0.845754	-0.413377	-0.337372
-0.249804	0.951176	0.181279
0.584090	0.810370	0.046258
-0.735325	-0.671488	0.091660
0.888786	-0.374333	-0.264451
-0.085735	0.805555	0.586286
0.244033	0.369404	0.896654
-0.890058	0.124324	0.438566
0.296782	0.072784	-0.952167
-0.361668	-0.562575	0.743442
0.903881	0.240870	0.353527
0.593797	0.017486	-0.804425
0.096593	0.530990	-0.841855
0.042022	-0.938418	0.342938
0.154532	-0.929287	-0.335478
-0.242278	0.495365	-0.834215
0.704863	0.075385	-0.705326
-0.089060	-0.862355	-0.498410
-0.440389	0.828269	0.346451
-0.283319	0.637930	0.716084
-0.475621	0.240950	0.846007
-0.540430	0.805095	-0.244452
-0.564246	-0.185033	0.804605
0.056932	-0.166163	-0.984454
0.644656	0.259047	-0.719245
-0.816852	0.157878	-0.554823
-0.942308	0.333043	0.033730
-0.622431	0.697759	-0.354559
-0.239731	-0.942533	0.232723
-0.680598	0.572253	-0.457508
0.216071	-0.941665	0.258033
0.529670	0.816159	-0.230940
0.504622	-0.111758	-0.856076
0.565438	0.580288	0.586128
-0.760397	-0.167179	-0.627573
0.372049	0.777674	0.506757
-0.351751	-0.864962	-0.357928
-0.806231	0.092813	0.584275
-0.395415	0.687088	0.609555
-0.618752	0.381156	-0.686925
0.348618	0.354848	-0.867496
0.190581	0.380760	-0.904821
-0.691929	0.660973	0.290429
-0.596835	0.141155	0.789850
0.801147	-0.508553	0.315495
-0.492227	-0.601791	0.628935
0.326328	0.597340	0.732594
0.558104	0.166842	-0.812824
-0.123032	0.734813	-0.667018
-0.392667	-0.887231	0.242142
0.269754	0.047649	0.961750
-0.796033	0.589905	-0.135441
0.516344	0.708847	0.480546
-0.587908	0.803722	-0.091626
0.878895	0.464766	0.107403
-0.669172	-0.702334	0.242769
-0.321882	0.494008	0.807681
0.640050	0.270957	0.718971
0.566754	-0.411105	0.713991
0.767511	-0.429804	0.475600
-0.854520	0.423758	0.300374
-0.948695	0.210886	-0.235596
-0.442587	-0.435053	-0.784121
0.047080	-0.975626	-0.214330
0.274384	-0.117342	0.954434
0.446284	-0.738137	0.505949
0.383468	0.694423	-0.608875
0.002999	-0.789020	-0.614361
0.522106	0.828118	0.204026
0.337772	-0.930676	0.140542
0.982757	-0.071865	-0.170366
0.805431	-0.510594	-0.300956
0.145143	-0.821943	0.550767
-0.208228	0.195642	-0.958314
-0.019905	-0.789491	0.613440
-0.456476	0.628417	-0.629858
0.892872	0.107007	0.437412
0.810460	0.331821	-0.482752
-0.322767	0.853219	-0.409683
-0.185461	-0.748817	0.636300
0.490095	0.868428	-0.075100
-0.679337	0.706141	-0.199664
-0.976771	0.206550	-0.057066
-0.811692	0.582431	0.043922
0.488613	0.566960	-0.663185
0.054558	0.735772	0.675028
-0.207370	-0.631429	0.747191
0.867151	-0.096586	-0.488590
0.007335	-0.009336	-0.999930
0.084020	0.256107	-0.962990
-0.448440	-0.009205	-0.893766
-0.106751	0.694883	0.711155
-0.125140	-0.921302	0.368162
-0.808711	-0.201672	0.552553
-0.473449	-0.650494	-0.593889
-0.321492	0.002167	0.946910
0.163178	0.642938	-0.748334
-0.392247	0.881796	-0.261876
-0.238758	0.756885	0.608375
-0.159886	-0.845487	0.509498
0.762691	0.509514	0.398368
0.592922	0.735543	0.327749
0.227177	0.739704	-0.633426
-0.285840	-0.489510	-0.823818
0.159225	-0.456964	-0.875118
